nombre,descripcion,precio_venta_actual,id_marca,id_categoria
Zapatillas Pro v81,Indumentaria deportiva serie 945 para alto rendimiento.,19100.21,1,5
Pantalón Elite v98,Indumentaria deportiva serie 946 para alto rendimiento.,126932.48,3,3
Pantalón Dry-Fit v8,Indumentaria deportiva serie 947 para alto rendimiento.,142816.2,1,5
Zapatillas Dry-Fit v2,Indumentaria deportiva serie 948 para alto rendimiento.,74163.37,3,4
Campera Pro v67,Indumentaria deportiva serie 949 para alto rendimiento.,122691.15,1,5
Remera Training v9,Indumentaria deportiva serie 950 para alto rendimiento.,120646.04,3,2
Calza Compression v83,Indumentaria deportiva serie 951 para alto rendimiento.,32150.17,3,2
Remera Dry-Fit v17,Indumentaria deportiva serie 952 para alto rendimiento.,16117.28,3,1
Zapatillas Pro v41,Indumentaria deportiva serie 953 para alto rendimiento.,124464.95,3,5
Buzo Dry-Fit v9,Indumentaria deportiva serie 954 para alto rendimiento.,45473.26,2,2
Short Tech v17,Indumentaria deportiva serie 955 para alto rendimiento.,68029.59,1,2
Campera Training v3,Indumentaria deportiva serie 956 para alto rendimiento.,22747.43,1,1
Short Training v1,Indumentaria deportiva serie 957 para alto rendimiento.,79013.35,1,2
Zapatillas Elite v71,Indumentaria deportiva serie 958 para alto rendimiento.,54853.12,1,5
Campera Aeroswift v51,Indumentaria deportiva serie 959 para alto rendimiento.,46592.19,1,5
Buzo Ultra v74,Indumentaria deportiva serie 960 para alto rendimiento.,105969.21,3,1
Pantalón Elite v99,Indumentaria deportiva serie 961 para alto rendimiento.,125473.04,3,1
Buzo Aeroswift v22,Indumentaria deportiva serie 962 para alto rendimiento.,112528.69,1,4
Short Aeroswift v95,Indumentaria deportiva serie 963 para alto rendimiento.,43953.92,2,4
Campera Tech v69,Indumentaria deportiva serie 964 para alto rendimiento.,29793.96,2,3
Pantalón Basic v75,Indumentaria deportiva serie 965 para alto rendimiento.,68926.98,2,3
Short Training v40,Indumentaria deportiva serie 966 para alto rendimiento.,99766.75,1,1
Zapatillas Tech v16,Indumentaria deportiva serie 967 para alto rendimiento.,76447.06,1,1
Buzo Ultra v18,Indumentaria deportiva serie 968 para alto rendimiento.,62609.31,2,1
Zapatillas Ultra v71,Indumentaria deportiva serie 969 para alto rendimiento.,99409.07,1,4
Zapatillas Pro v31,Indumentaria deportiva serie 970 para alto rendimiento.,102527.06,2,3
Buzo Pro v61,Indumentaria deportiva serie 971 para alto rendimiento.,139774.62,3,1
Campera Training v91,Indumentaria deportiva serie 972 para alto rendimiento.,36354.77,3,1
Pantalón Ultra v57,Indumentaria deportiva serie 973 para alto rendimiento.,49459.75,1,5
Campera Pro v97,Indumentaria deportiva serie 974 para alto rendimiento.,57022.15,2,2
Buzo Ultra v21,Indumentaria deportiva serie 975 para alto rendimiento.,87843.45,3,1
Medias Compression v32,Indumentaria deportiva serie 976 para alto rendimiento.,29173.77,1,3
Zapatillas Compression v38,Indumentaria deportiva serie 977 para alto rendimiento.,43847.76,3,3
Campera Elite v81,Indumentaria deportiva serie 978 para alto rendimiento.,82700.7,1,2
Medias Aeroswift v81,Indumentaria deportiva serie 979 para alto rendimiento.,145975.52,1,3
Short Elite v83,Indumentaria deportiva serie 980 para alto rendimiento.,61070.86,3,5
Top Compression v43,Indumentaria deportiva serie 981 para alto rendimiento.,145224.24,3,1
Remera Dry-Fit v52,Indumentaria deportiva serie 982 para alto rendimiento.,39762.58,2,1
Pantalón Pro v34,Indumentaria deportiva serie 983 para alto rendimiento.,87808.81,2,4
Buzo Training v38,Indumentaria deportiva serie 984 para alto rendimiento.,24384.13,2,4
Top Compression v57,Indumentaria deportiva serie 985 para alto rendimiento.,25010.08,2,1
Top Pro v26,Indumentaria deportiva serie 986 para alto rendimiento.,60074.33,3,3
Zapatillas Dry-Fit v20,Indumentaria deportiva serie 987 para alto rendimiento.,108394.27,2,1
Pantalón Elite v51,Indumentaria deportiva serie 988 para alto rendimiento.,114982.85,2,3
Calza Aeroswift v47,Indumentaria deportiva serie 989 para alto rendimiento.,144919.1,2,1
Calza Aeroswift v61,Indumentaria deportiva serie 990 para alto rendimiento.,112103.49,3,1
Pantalón Training v48,Indumentaria deportiva serie 991 para alto rendimiento.,89198.82,3,5
Calza Compression v61,Indumentaria deportiva serie 992 para alto rendimiento.,109191.34,1,3
Top Pro v3,Indumentaria deportiva serie 993 para alto rendimiento.,75555.84,2,3
Calza Tech v41,Indumentaria deportiva serie 994 para alto rendimiento.,25480.08,2,2
Campera Tech v70,Indumentaria deportiva serie 995 para alto rendimiento.,132222.06,2,5
Pantalón Elite v48,Indumentaria deportiva serie 996 para alto rendimiento.,84140.05,3,3
Short Dry-Fit v16,Indumentaria deportiva serie 997 para alto rendimiento.,45344.47,2,2
Remera Aeroswift v26,Indumentaria deportiva serie 998 para alto rendimiento.,141959.8,3,1
Zapatillas Elite v80,Indumentaria deportiva serie 999 para alto rendimiento.,145908.88,2,1
